"GeneSymbol"	"Steele_PDAC1"	"Steele_PDAC2"	"Steele_PDAC3"	"Steele_PDAC4"	"Steele_PDAC5"	"Steele_PDAC6"	"Steele_PDAC7"	"Steele_PDAC8"	"Steele_PDAC9"	"Steele_PDAC10"	"Steele_PDAC11A"	"Steele_PDAC11B"	"Steele_PDAC12"	"Steele_PDAC13"	"Steele_PDAC15"	"Steele_PDAC16"
"ATRIP"	"6.122731e+00"	"3.448631e+00"	"7.767685e+00"	"5.412470e+00"	"2.355667e+00"	"3.790051e+00"	"7.028960e+00"	"4.684300e+00"	"2.954271e+00"	"8.221581e+00"	"4.797392e+00"	"4.305668e+00"	"3.057627e+00"	"3.431722e+00"	"3.430656e+00"	"4.494399e+00"
"TREX1"	"4.358801e+01"	"1.562027e+01"	"2.383613e+01"	"2.696023e+01"	"2.741140e+01"	"1.862353e+01"	"2.265385e+01"	"2.414775e+01"	"2.748368e+01"	"1.520993e+01"	"3.757957e+01"	"3.276052e+01"	"2.656313e+01"	"4.170062e+01"	"3.845526e+01"	"2.900930e+01"
"SHISA5"	"2.555511e+02"	"6.998693e+01"	"1.458345e+02"	"1.061048e+02"	"9.154980e+01"	"7.710793e+01"	"6.948374e+01"	"8.602409e+01"	"2.006219e+02"	"9.495927e+01"	"1.431222e+02"	"1.203715e+02"	"7.921164e+01"	"7.950156e+01"	"9.178999e+01"	"1.596193e+02"
"PFKFB4"	"2.245001e+01"	"7.404414e+00"	"5.026149e+00"	"7.250667e+00"	"1.670382e+01"	"3.463322e+00"	"3.424939e+00"	"3.195492e+00"	"7.036537e+01"	"1.644316e+01"	"6.396523e+00"	"1.909470e+01"	"5.857266e+01"	"7.877362e+00"	"9.374467e+00"	"2.179103e+00"
"UCN2"	"2.915586e-01"	"1.014303e-01"	"0.000000e+00"	"0.000000e+00"	"1.070758e-01"	"0.000000e+00"	"4.477045e-02"	"3.631240e-02"	"0.000000e+00"	"4.110791e-01"	"0.000000e+00"	"0.000000e+00"	"4.777541e-01"	"7.799368e-02"	"3.989135e-02"	"2.723878e-01"
"COL7A1"	"1.137079e+01"	"8.418717e+00"	"2.208459e+00"	"5.514592e+00"	"2.891046e+00"	"1.574831e+01"	"2.372834e+00"	"2.033495e+00"	"8.952337e-01"	"9.865898e+00"	"5.996740e+00"	"3.744059e+00"	"1.605254e+01"	"6.499474e+00"	"1.400186e+01"	"3.922385e+01"
"UQCRC1"	"1.784339e+02"	"6.014819e+01"	"1.580952e+02"	"1.156022e+02"	"1.111447e+02"	"7.527825e+01"	"1.044047e+02"	"8.544309e+01"	"6.884348e+01"	"7.050006e+01"	"1.823009e+02"	"1.121346e+02"	"1.326246e+02"	"1.076833e+02"	"1.124936e+02"	"1.627517e+02"
"SLC26A6"	"1.822241e+01"	"6.592971e+00"	"1.538306e+01"	"7.148545e+00"	"1.038635e+01"	"4.443508e+00"	"6.581256e+00"	"6.536233e+00"	"6.087589e+00"	"6.782805e+00"	"1.039435e+01"	"8.611336e+00"	"3.057627e+01"	"7.123423e+00"	"7.898487e+00"	"3.581900e+01"
"CELSR3"	"5.248055e+00"	"1.014303e+00"	"3.579227e+00"	"7.148545e-01"	"5.353790e-01"	"7.253373e+00"	"9.849499e-01"	"1.779308e+00"	"8.057104e-01"	"1.233237e+00"	"4.797392e+00"	"3.931262e+00"	"1.433262e+00"	"1.123109e+01"	"1.954676e+00"	"9.533574e+00"
"NCKIPSD"	"2.113800e+01"	"9.635881e+00"	"1.393614e+01"	"1.143767e+01"	"1.038635e+01"	"9.344436e+00"	"1.045390e+01"	"1.140209e+01"	"3.491412e+00"	"6.988344e+00"	"2.038892e+01"	"1.010896e+01"	"1.328157e+01"	"1.450683e+01"	"1.164827e+01"	"2.369774e+01"
"IP6K2"	"6.370556e+01"	"4.422362e+01"	"8.277915e+01"	"5.146953e+01"	"5.407328e+01"	"4.561130e+01"	"4.597925e+01"	"6.282046e+01"	"4.932738e+01"	"6.207294e+01"	"7.435958e+01"	"6.552103e+01"	"3.497160e+01"	"7.474395e+01"	"6.171192e+01"	"1.834532e+02"
"PRKAR2A"	"8.673869e+01"	"3.519632e+01"	"8.384530e+01"	"9.568839e+01"	"6.542331e+01"	"4.495784e+01"	"6.829732e+01"	"6.300202e+01"	"5.657877e+01"	"8.673768e+01"	"1.031439e+02"	"9.266546e+01"	"7.682287e+01"	"5.914521e+01"	"6.849345e+01"	"8.280590e+01"
"SLC25A20"	"1.661884e+01"	"7.911566e+00"	"2.398844e+01"	"1.981168e+01"	"1.231372e+01"	"7.972176e+00"	"1.009574e+01"	"1.034904e+01"	"1.226470e+01"	"9.865898e+00"	"2.438674e+01"	"1.872030e+01"	"1.815466e+01"	"7.539389e+00"	"1.124936e+01"	"1.797760e+01"
"ARIH2OS"	"5.393834e+00"	"4.260074e+00"	"6.396917e+00"	"6.127325e+00"	"4.925486e+00"	"4.116779e+00"	"9.759958e+00"	"1.140209e+01"	"7.072347e+00"	"1.068806e+01"	"5.197175e+00"	"1.067057e+01"	"4.299787e+00"	"9.125261e+00"	"6.183159e+00"	"8.580217e+00"
"ARIH2"	"6.137309e+01"	"3.306629e+01"	"6.945224e+01"	"5.994566e+01"	"4.893364e+01"	"4.619941e+01"	"7.563967e+01"	"5.795460e+01"	"4.297122e+01"	"1.021531e+02"	"4.677457e+01"	"7.207314e+01"	"5.627944e+01"	"5.030593e+01"	"5.245712e+01"	"6.360256e+01"
"P4HTM"	"3.717372e+01"	"2.566187e+01"	"6.762455e+01"	"3.502787e+01"	"3.351472e+01"	"4.260540e+01"	"4.412128e+01"	"4.876756e+01"	"1.593516e+01"	"3.021431e+01"	"8.515371e+01"	"3.987423e+01"	"2.369661e+01"	"6.143303e+01"	"4.639364e+01"	"5.406898e+01"
"WDR6"	"6.793316e+01"	"1.673600e+01"	"5.460225e+01"	"6.709420e+01"	"3.854729e+01"	"5.312606e+01"	"4.374073e+01"	"3.939896e+01"	"2.381322e+01"	"3.843589e+01"	"6.156653e+01"	"4.998319e+01"	"4.815762e+01"	"5.810529e+01"	"5.548887e+01"	"9.165850e+01"
"DALRD3"	"4.854451e+01"	"2.231467e+01"	"5.102303e+01"	"3.778517e+01"	"3.576331e+01"	"4.887859e+01"	"3.129454e+01"	"4.680669e+01"	"2.999033e+01"	"4.316330e+01"	"6.396523e+01"	"4.474151e+01"	"2.512987e+01"	"3.483718e+01"	"3.953233e+01"	"4.753168e+01"
"NDUFAF3"	"1.341170e+02"	"9.443164e+01"	"1.580952e+02"	"1.252017e+02"	"1.465868e+02"	"1.054680e+02"	"1.799996e+02"	"1.655119e+02"	"7.466249e+01"	"9.043740e+01"	"2.062879e+02"	"1.475159e+02"	"1.150432e+02"	"1.715601e+02"	"1.836199e+02"	"1.717405e+02"
"IMPDH2"	"8.907116e+01"	"4.270217e+01"	"1.469768e+02"	"7.761278e+01"	"6.606576e+01"	"9.684233e+01"	"7.008814e+01"	"8.025041e+01"	"2.694654e+01"	"5.960647e+01"	"1.870983e+02"	"7.675321e+01"	"5.331736e+01"	"9.036868e+01"	"5.481071e+01"	"1.985707e+02"
"QRICH1"	"4.475425e+01"	"2.515472e+01"	"3.731535e+01"	"4.156369e+01"	"2.676895e+01"	"2.626897e+01"	"2.715328e+01"	"3.453310e+01"	"2.533512e+01"	"3.966913e+01"	"4.597501e+01"	"3.931262e+01"	"4.137351e+01"	"3.603308e+01"	"3.797656e+01"	"4.971078e+01"
"QARS"	"6.793316e+01"	"3.266057e+01"	"1.069199e+02"	"7.138333e+01"	"5.150346e+01"	"5.364882e+01"	"5.287390e+01"	"5.839035e+01"	"3.643601e+01"	"4.419100e+01"	"9.195002e+01"	"6.870348e+01"	"6.401906e+01"	"6.788050e+01"	"7.499574e+01"	"1.510391e+02"
"USP19"	"2.434514e+01"	"1.480883e+01"	"2.695844e+01"	"2.512203e+01"	"2.055855e+01"	"1.574831e+01"	"1.390122e+01"	"1.753889e+01"	"2.300751e+01"	"1.500439e+01"	"2.798479e+01"	"2.639562e+01"	"2.255000e+01"	"1.887447e+01"	"2.636818e+01"	"2.683020e+01"
