"GeneSymbol"	"Steele_PDAC1"	"Steele_PDAC2"	"Steele_PDAC3"	"Steele_PDAC4"	"Steele_PDAC5"	"Steele_PDAC6"	"Steele_PDAC7"	"Steele_PDAC8"	"Steele_PDAC9"	"Steele_PDAC10"	"Steele_PDAC11A"	"Steele_PDAC11B"	"Steele_PDAC12"	"Steele_PDAC13"	"Steele_PDAC15"	"Steele_PDAC16"
"RNASET2"	"6.106695e+02"	"3.525718e+02"	"3.511450e+02"	"2.369232e+02"	"8.828399e+02"	"2.281872e+02"	"3.798325e+02"	"3.393394e+02"	"7.750934e+02"	"3.062539e+02"	"2.374709e+02"	"4.788652e+02"	"1.279426e+03"	"2.002878e+02"	"3.752579e+02"	"2.145054e+02"
"FGFR1OP"	"1.807663e+01"	"1.775031e+01"	"2.779613e+01"	"2.665386e+01"	"1.209956e+01"	"1.163154e+01"	"1.589351e+01"	"1.841039e+01"	"2.784177e+01"	"4.295776e+01"	"2.478653e+01"	"2.920366e+01"	"1.213496e+01"	"1.201103e+01"	"1.559752e+01"	"3.554661e+01"
"CCR6"	"1.618150e+01"	"2.535758e+00"	"2.558767e+01"	"2.777720e+01"	"8.780215e+00"	"2.045321e+01"	"4.107689e+01"	"2.331256e+01"	"1.996371e+01"	"7.933826e+01"	"1.119391e+01"	"1.141938e+01"	"6.688558e+00"	"4.653623e+00"	"1.037175e+01"	"1.089551e+01"
"TCP10L2"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"1.021221e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"3.631240e-02"	"0.000000e+00"	"4.110791e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"7.978270e-02"	"1.361939e-01"
"GPR31"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"1.119261e-01"	"2.904992e-01"	"8.952337e-02"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"9.555083e-02"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"
"UNC93A"	"0.000000e+00"	"1.521455e+00"	"3.046151e-01"	"0.000000e+00"	"1.070758e-01"	"0.000000e+00"	"0.000000e+00"	"3.631240e-02"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"1.559874e-01"	"0.000000e+00"	"0.000000e+00"
"KIF25"	"2.915586e-01"	"3.042910e-01"	"1.523075e-01"	"1.021221e-01"	"1.070758e-01"	"1.960371e-01"	"3.357784e-01"	"1.452496e-01"	"2.685701e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"1.299895e-01"	"3.989135e-01"	"0.000000e+00"
"FRMD1"	"0.000000e+00"	"7.100123e-01"	"3.046151e-01"	"0.000000e+00"	"0.000000e+00"	"8.494941e-01"	"1.566966e-01"	"7.262481e-02"	"2.685701e-01"	"0.000000e+00"	"0.000000e+00"	"1.872030e-01"	"0.000000e+00"	"2.599789e-02"	"1.196740e-01"	"0.000000e+00"
"DACT2"	"1.603572e+00"	"1.014303e-01"	"7.615377e-01"	"2.859418e+00"	"4.283032e-01"	"2.091063e+00"	"2.686227e-01"	"0.000000e+00"	"8.952337e-02"	"0.000000e+00"	"3.997827e+00"	"5.616089e-01"	"0.000000e+00"	"2.599789e-02"	"5.824137e+00"	"1.062313e+01"
"SMOC2"	"2.186690e+00"	"1.815603e+01"	"4.112304e+00"	"2.124139e+01"	"4.904071e+01"	"2.679174e+00"	"6.113405e+01"	"4.422851e+01"	"1.521897e+00"	"2.055395e-01"	"2.398696e+00"	"9.172945e+00"	"9.555083e-02"	"1.273897e+00"	"1.240621e+01"	"7.899247e+00"
"THBS2"	"3.644483e+00"	"1.085305e+02"	"9.366914e+00"	"9.956902e+01"	"1.010795e+02"	"1.921164e+01"	"1.551072e+02"	"1.288364e+02"	"1.969514e+00"	"2.836446e+01"	"3.837914e+01"	"4.118465e+01"	"9.555083e-02"	"7.617383e+00"	"4.563570e+01"	"6.510069e+01"
"WDR27"	"9.912993e+00"	"5.680098e+00"	"1.325076e+01"	"1.082494e+01"	"6.531623e+00"	"6.730607e+00"	"1.125977e+01"	"1.172891e+01"	"4.476169e+00"	"2.034841e+01"	"1.279305e+01"	"9.734554e+00"	"6.784109e+00"	"7.357404e+00"	"8.217618e+00"	"1.538991e+01"
"C6orf120"	"2.580294e+01"	"2.556044e+01"	"2.969997e+01"	"4.289127e+01"	"3.040953e+01"	"1.607504e+01"	"3.910699e+01"	"3.184598e+01"	"2.139609e+01"	"3.494172e+01"	"1.559152e+01"	"2.808044e+01"	"4.070465e+01"	"1.697663e+01"	"2.660753e+01"	"1.933954e+01"
"PHF10"	"3.411236e+01"	"2.038750e+01"	"4.226534e+01"	"4.973345e+01"	"3.340765e+01"	"3.397977e+01"	"4.521815e+01"	"4.175926e+01"	"1.817325e+01"	"9.475373e+01"	"3.078327e+01"	"3.669178e+01"	"4.930423e+01"	"2.838970e+01"	"4.009081e+01"	"5.134511e+01"
"TCTE3"	"0.000000e+00"	"9.128730e-01"	"2.284613e-01"	"1.021221e-01"	"1.070758e-01"	"6.534570e-02"	"3.357784e-01"	"2.178744e-01"	"8.952337e-02"	"1.644316e+00"	"0.000000e+00"	"3.744059e-01"	"1.911017e-01"	"7.799368e-02"	"7.978270e-02"	"2.723878e-01"
"ERMARD"	"9.038317e+00"	"5.680098e+00"	"1.134691e+01"	"1.511407e+01"	"9.208518e+00"	"8.102867e+00"	"7.566206e+00"	"1.292722e+01"	"6.356160e+00"	"9.043740e+00"	"1.039435e+01"	"8.424133e+00"	"8.504024e+00"	"3.925682e+00"	"6.861312e+00"	"1.498133e+01"
"DLL1"	"1.064189e+01"	"1.927176e+00"	"1.599229e+00"	"6.842179e+00"	"1.927364e+00"	"1.568297e+00"	"5.461995e+00"	"7.734542e+00"	"1.074280e+00"	"3.699712e+00"	"1.599131e+00"	"2.808044e+00"	"3.057627e+00"	"3.249737e+00"	"2.672720e+00"	"7.218277e+00"
"FAM120B"	"1.836819e+01"	"2.099608e+01"	"2.231306e+01"	"2.389657e+01"	"2.195054e+01"	"1.836214e+01"	"1.802011e+01"	"2.008076e+01"	"2.515607e+01"	"3.309187e+01"	"1.839000e+01"	"2.882926e+01"	"2.388771e+01"	"1.180304e+01"	"1.978611e+01"	"4.113056e+01"
"PSMB1"	"3.035125e+02"	"2.086422e+02"	"3.480989e+02"	"3.210718e+02"	"3.800120e+02"	"2.374009e+02"	"3.928383e+02"	"4.572458e+02"	"2.698235e+02"	"2.328763e+02"	"2.586594e+02"	"3.159986e+02"	"2.902834e+02"	"2.640086e+02"	"3.241970e+02"	"1.963916e+02"
"TBP"	"1.180812e+01"	"1.998177e+01"	"1.599229e+01"	"1.715651e+01"	"1.167126e+01"	"9.997893e+00"	"1.065537e+01"	"1.372609e+01"	"1.038471e+01"	"2.281489e+01"	"1.519174e+01"	"1.609945e+01"	"1.614809e+01"	"9.697215e+00"	"9.294684e+00"	"1.620708e+01"
"PDCD2"	"8.017862e+01"	"4.118071e+01"	"1.079099e+02"	"8.527193e+01"	"7.923609e+01"	"7.625844e+01"	"7.064777e+01"	"8.591515e+01"	"6.803776e+01"	"7.974934e+01"	"6.476479e+01"	"8.461574e+01"	"7.366969e+01"	"4.570430e+01"	"8.205650e+01"	"7.381710e+01"
"FAM20C"	"1.215799e+02"	"3.590634e+01"	"2.604459e+01"	"3.778517e+01"	"9.551161e+01"	"1.143550e+01"	"5.473187e+01"	"5.152730e+01"	"3.401888e+01"	"1.397669e+01"	"3.837914e+01"	"4.492871e+01"	"1.891906e+02"	"2.090231e+01"	"5.919876e+01"	"3.881527e+01"
"PDGFA"	"3.498703e+01"	"8.875154e+01"	"1.354014e+02"	"6.433691e+01"	"3.287227e+01"	"6.377741e+01"	"7.767673e+01"	"2.875942e+01"	"1.119042e+01"	"9.454819e+00"	"5.517001e+01"	"4.492871e+01"	"4.204236e+00"	"9.153859e+01"	"2.852231e+01"	"8.389545e+01"
"PRKAR1B"	"2.347047e+01"	"5.477238e+00"	"3.008074e+01"	"9.803719e+00"	"1.070758e+01"	"1.712057e+01"	"1.011812e+01"	"9.114413e+00"	"5.819019e+00"	"1.212683e+01"	"8.395436e+00"	"7.300915e+00"	"9.268430e+00"	"1.476680e+01"	"1.527839e+01"	"1.756901e+01"
"DNAAF5"	"2.565716e+01"	"1.602599e+01"	"3.944765e+01"	"1.950532e+01"	"1.466938e+01"	"3.744309e+01"	"1.052106e+01"	"1.285459e+01"	"8.415197e+00"	"1.130467e+01"	"3.198261e+01"	"1.740987e+01"	"1.270826e+01"	"1.331092e+01"	"1.755219e+01"	"2.070147e+01"
"SUN1"	"4.664938e+01"	"1.807488e+02"	"1.371529e+02"	"6.096688e+01"	"4.968317e+01"	"9.488196e+01"	"4.056203e+01"	"4.996587e+01"	"3.061699e+01"	"3.740820e+01"	"9.674741e+01"	"5.279123e+01"	"3.162732e+01"	"2.009637e+02"	"5.277625e+01"	"1.242088e+02"
"GET4"	"2.332469e+00"	"1.065018e+01"	"7.691531e+00"	"2.246686e+00"	"1.820288e+00"	"5.162311e+00"	"1.208802e+00"	"1.997182e+00"	"3.043795e+00"	"4.521870e+00"	"5.197175e+00"	"3.182450e+00"	"1.719915e+00"	"5.433560e+00"	"2.912068e+00"	"5.583950e+00"
"ADAP1"	"4.358801e+01"	"6.937835e+01"	"1.139260e+02"	"2.410081e+01"	"3.490671e+01"	"2.914418e+01"	"1.049867e+01"	"2.320363e+01"	"5.004357e+01"	"1.274345e+01"	"7.236066e+01"	"3.369653e+01"	"3.678707e+01"	"5.410162e+01"	"4.248429e+01"	"9.751484e+01"
"COX19"	"5.189743e+01"	"9.027299e+01"	"9.123222e+01"	"5.157165e+01"	"5.193176e+01"	"9.154933e+01"	"3.523434e+01"	"4.437376e+01"	"4.932738e+01"	"6.125078e+01"	"5.716892e+01"	"7.244754e+01"	"5.245740e+01"	"7.074027e+01"	"5.090136e+01"	"5.311563e+01"
"CYP2W1"	"1.457793e-01"	"5.071516e-01"	"7.158455e+00"	"6.127325e-01"	"0.000000e+00"	"5.227656e-01"	"8.954090e-02"	"7.262481e-02"	"3.580935e-01"	"4.110791e-01"	"5.596957e+00"	"1.310421e+00"	"9.555083e-02"	"1.299895e-01"	"3.749787e+00"	"7.218277e+00"
"C7orf50"	"9.402765e+01"	"8.398431e+01"	"1.289283e+02"	"8.425071e+01"	"1.109305e+02"	"1.598356e+02"	"9.007814e+01"	"1.309788e+02"	"5.281879e+01"	"7.234992e+01"	"1.563150e+02"	"1.196227e+02"	"9.507307e+01"	"1.215402e+02"	"8.018161e+01"	"1.842704e+02"
"GPR146"	"3.498703e+00"	"2.637189e+00"	"4.264611e+00"	"1.593104e+01"	"4.925486e+00"	"5.227656e+00"	"4.387504e+00"	"2.977617e+00"	"3.222841e+00"	"4.110791e+00"	"3.598044e+00"	"3.931262e+00"	"8.695125e+00"	"2.573792e+00"	"3.869461e+00"	"1.770521e+00"
"GPER1"	"5.831172e-01"	"5.071516e-01"	"1.294614e+00"	"1.429709e+00"	"3.105198e+00"	"3.659359e+00"	"1.119261e+00"	"2.505556e+00"	"5.371402e-01"	"8.221581e-01"	"1.599131e+00"	"1.684827e+00"	"5.733050e-01"	"6.759453e-01"	"1.396197e+00"	"2.723878e+00"
"ZFAND2A"	"2.332469e+01"	"8.398431e+01"	"5.627764e+01"	"2.001593e+01"	"3.758360e+01"	"5.384486e+01"	"6.431275e+01"	"3.613084e+01"	"3.375031e+01"	"2.754230e+01"	"3.398153e+01"	"4.736235e+01"	"3.793368e+01"	"3.002497e+02"	"1.870904e+01"	"4.399063e+01"
"MICALL2"	"2.769807e+01"	"3.661635e+01"	"9.778144e+01"	"2.226261e+01"	"1.788166e+01"	"6.482294e+01"	"1.636360e+01"	"1.180153e+01"	"8.057104e+00"	"5.755107e+00"	"6.756327e+01"	"2.545960e+01"	"8.026270e+00"	"1.055775e+02"	"3.737819e+01"	"1.055503e+02"
"INTS1"	"4.708672e+01"	"2.505329e+01"	"7.668685e+01"	"3.901063e+01"	"2.955292e+01"	"5.534781e+01"	"2.722043e+01"	"3.148285e+01"	"2.596178e+01"	"2.651460e+01"	"6.796306e+01"	"4.717514e+01"	"3.134067e+01"	"3.533114e+01"	"4.699201e+01"	"6.319398e+01"
"MAFK"	"5.452146e+01"	"8.053568e+01"	"4.911918e+01"	"2.838994e+01"	"3.747653e+01"	"4.796375e+01"	"2.146743e+01"	"4.281232e+01"	"2.784177e+01"	"2.281489e+01"	"4.437588e+01"	"3.463255e+01"	"3.697817e+01"	"1.110370e+02"	"3.885417e+01"	"6.796076e+01"
"TMEM184A"	"1.705618e+01"	"3.083482e+01"	"3.327920e+01"	"1.102918e+01"	"9.101442e+00"	"2.653036e+01"	"1.701277e+00"	"3.304429e+00"	"6.624730e+00"	"3.288633e+00"	"2.358718e+01"	"6.739306e+00"	"1.528813e+00"	"1.190704e+01"	"2.233916e+01"	"2.683020e+01"
"PSMG3"	"4.898185e+01"	"4.239788e+01"	"9.907606e+01"	"4.340188e+01"	"4.432938e+01"	"9.847597e+01"	"4.015909e+01"	"4.560838e+01"	"2.515607e+01"	"3.370848e+01"	"7.875719e+01"	"4.960878e+01"	"3.353834e+01"	"8.332325e+01"	"5.768289e+01"	"1.167182e+02"
"ELFN1"	"1.457793e-01"	"9.128730e-01"	"1.066153e+00"	"3.676395e+00"	"1.177834e+00"	"3.920742e-01"	"1.141646e+00"	"1.670371e+00"	"8.952337e-02"	"0.000000e+00"	"0.000000e+00"	"5.616089e-01"	"0.000000e+00"	"7.799368e-02"	"3.590221e-01"	"1.361939e-01"
"MAD1L1"	"3.221723e+01"	"5.507667e+01"	"4.988072e+01"	"2.992177e+01"	"4.111710e+01"	"3.724705e+01"	"3.039913e+01"	"4.600782e+01"	"3.912171e+01"	"3.679158e+01"	"3.318196e+01"	"5.054480e+01"	"5.895486e+01"	"4.489836e+01"	"5.249701e+01"	"3.445706e+01"
"NUDT1"	"4.679516e+01"	"4.128214e+01"	"7.478300e+01"	"4.656767e+01"	"5.600064e+01"	"7.684655e+01"	"7.960186e+01"	"7.440412e+01"	"4.288170e+01"	"4.932949e+01"	"5.277131e+01"	"7.001391e+01"	"5.627944e+01"	"4.323450e+01"	"4.914614e+01"	"3.595519e+01"
"SNX8"	"2.594872e+01"	"3.042910e+01"	"4.112304e+01"	"2.236473e+01"	"3.447841e+01"	"5.495574e+01"	"3.760718e+01"	"3.856377e+01"	"1.736753e+01"	"1.973180e+01"	"4.917327e+01"	"3.369653e+01"	"4.615105e+01"	"3.902284e+01"	"4.092852e+01"	"3.186938e+01"
"EIF3B"	"1.110838e+02"	"6.998693e+01"	"1.482714e+02"	"7.740853e+01"	"8.801630e+01"	"1.740156e+02"	"6.397697e+01"	"7.709123e+01"	"5.595211e+01"	"7.728287e+01"	"1.375252e+02"	"9.303987e+01"	"8.590019e+01"	"1.045375e+02"	"1.007655e+02"	"1.210764e+02"
"CHST12"	"8.251109e+01"	"1.420025e+01"	"3.289843e+01"	"4.248278e+01"	"3.619162e+01"	"4.182125e+01"	"5.596306e+01"	"6.191265e+01"	"5.201308e+01"	"5.056273e+01"	"2.078870e+01"	"3.893821e+01"	"2.866525e+01"	"1.710661e+01"	"6.390594e+01"	"1.865857e+01"
"LFNG"	"5.102276e+01"	"4.767226e+01"	"1.235214e+02"	"7.077060e+01"	"7.034880e+01"	"6.567243e+01"	"3.950992e+01"	"2.737955e+01"	"5.693687e+01"	"4.419100e+01"	"3.917870e+01"	"9.435029e+01"	"7.386079e+01"	"3.215940e+01"	"4.922592e+01"	"2.184550e+02"
"BRAT1"	"3.003054e+01"	"1.176592e+01"	"3.769612e+01"	"2.685811e+01"	"2.505574e+01"	"4.097176e+01"	"1.896029e+01"	"1.935451e+01"	"2.372369e+01"	"2.260935e+01"	"2.558609e+01"	"3.238611e+01"	"2.598983e+01"	"1.838051e+01"	"2.716601e+01"	"3.649997e+01"
"IQCE"	"1.924287e+01"	"2.211181e+01"	"6.876686e+01"	"2.083290e+01"	"1.681090e+01"	"6.358137e+01"	"1.282673e+01"	"1.434340e+01"	"2.121704e+01"	"1.623762e+01"	"4.117762e+01"	"2.976527e+01"	"1.194385e+01"	"2.503597e+01"	"1.898828e+01"	"4.562496e+01"
"TTYH3"	"1.105007e+02"	"6.207536e+01"	"1.231406e+02"	"7.025999e+01"	"8.448280e+01"	"9.684233e+01"	"8.159414e+01"	"8.094035e+01"	"5.013309e+01"	"3.946359e+01"	"7.116132e+01"	"7.319636e+01"	"1.410330e+02"	"4.339049e+01"	"7.475639e+01"	"1.370111e+02"
"AMZ1"	"5.831172e-01"	"7.100123e-01"	"4.569226e-01"	"6.127325e-01"	"0.000000e+00"	"3.920742e-01"	"9.177942e-01"	"1.742995e+00"	"8.952337e-02"	"4.110791e+00"	"7.995654e-01"	"2.433638e+00"	"7.644066e-01"	"1.949842e+00"	"5.983702e-01"	"1.361939e-01"
"GNA12"	"4.125554e+01"	"2.332898e+01"	"2.474998e+01"	"3.033026e+01"	"2.013025e+01"	"5.868044e+01"	"3.794296e+01"	"4.782344e+01"	"1.351803e+01"	"3.781927e+01"	"3.757957e+01"	"2.265156e+01"	"9.067774e+01"	"2.654385e+01"	"2.572992e+01"	"3.391228e+01"
"CARD11"	"2.930164e+01"	"2.403899e+01"	"5.163226e+01"	"1.327587e+01"	"1.659675e+01"	"7.789208e+01"	"1.810965e+01"	"2.069807e+01"	"1.951610e+01"	"4.501316e+01"	"2.198805e+01"	"2.021792e+01"	"8.695125e+00"	"1.427284e+01"	"1.878883e+01"	"4.453541e+01"
"SDK1"	"1.020455e+00"	"8.114426e-01"	"2.284613e+00"	"4.084883e+00"	"9.636821e-01"	"2.417791e+00"	"3.268243e+00"	"3.050242e+00"	"5.371402e-01"	"3.699712e+00"	"3.198261e+00"	"1.872030e+00"	"2.866525e-01"	"6.499474e-01"	"4.786962e-01"	"2.723878e-01"
"FOXK1"	"3.148833e+01"	"5.365664e+01"	"4.584457e+01"	"4.646554e+01"	"3.244397e+01"	"4.600338e+01"	"2.211660e+01"	"3.213648e+01"	"2.793129e+01"	"3.843589e+01"	"3.877892e+01"	"2.845485e+01"	"2.780529e+01"	"4.248056e+01"	"3.354862e+01"	"5.311563e+01"
"AP5Z1"	"2.915586e+01"	"1.876461e+01"	"3.487843e+01"	"2.256898e+01"	"1.991610e+01"	"2.836004e+01"	"2.034817e+01"	"2.414775e+01"	"3.187032e+01"	"2.548690e+01"	"2.158826e+01"	"3.500695e+01"	"3.564046e+01"	"4.380645e+01"	"2.983873e+01"	"2.151864e+01"
"RADIL"	"8.746759e-01"	"2.028607e-01"	"7.615377e-02"	"1.123343e+00"	"4.283032e-01"	"0.000000e+00"	"6.267863e-01"	"9.078101e-01"	"8.952337e-02"	"4.110791e-01"	"1.199348e+00"	"1.872030e-01"	"3.822033e-01"	"5.199579e-02"	"3.191308e-01"	"2.723878e-01"
"PAPOLB"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"1.021221e-01"	"0.000000e+00"	"0.000000e+00"	"1.566966e-01"	"3.631240e-02"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"1.872030e-01"	"9.555083e-02"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"
"RBAK"	"1.705618e+01"	"2.048893e+01"	"2.238921e+01"	"1.848410e+01"	"1.295617e+01"	"2.300169e+01"	"1.439370e+01"	"1.252778e+01"	"8.146627e+00"	"2.898107e+01"	"1.918957e+01"	"1.478903e+01"	"1.777245e+01"	"1.710661e+01"	"1.104990e+01"	"7.899247e+00"
"WIPI2"	"8.207375e+01"	"7.586989e+01"	"1.186476e+02"	"7.424275e+01"	"8.758800e+01"	"9.801855e+01"	"7.971378e+01"	"1.027641e+02"	"1.042947e+02"	"8.673768e+01"	"7.555893e+01"	"1.111986e+02"	"7.080316e+01"	"1.095551e+02"	"8.648444e+01"	"1.103171e+02"
"SLC29A4"	"6.122731e+00"	"1.115734e+00"	"6.092302e-01"	"7.863400e+00"	"1.713213e+00"	"5.227656e-01"	"6.939420e-01"	"1.960870e+00"	"3.491412e+00"	"2.055395e+00"	"1.199348e+00"	"1.872030e-01"	"9.555083e-01"	"3.899684e-01"	"9.175010e-01"	"4.085817e-01"
"TNRC18"	"8.061596e+01"	"7.394271e+01"	"8.475915e+01"	"7.659156e+01"	"6.296057e+01"	"8.168213e+01"	"5.007575e+01"	"5.646579e+01"	"9.220908e+01"	"6.412834e+01"	"1.123389e+02"	"9.397588e+01"	"5.322181e+01"	"5.709138e+01"	"7.367932e+01"	"1.506305e+02"
"FBXL18"	"5.685393e+00"	"5.071516e+00"	"9.595375e+00"	"7.046423e+00"	"4.390108e+00"	"1.516020e+01"	"3.178702e+00"	"4.139614e+00"	"5.460926e+00"	"7.193884e+00"	"8.395436e+00"	"8.424133e+00"	"4.681991e+00"	"1.609270e+01"	"8.456966e+00"	"3.813430e+00"
"ACTB"	"7.594227e+03"	"4.918965e+03"	"5.170232e+03"	"6.948795e+03"	"6.573169e+03"	"4.668297e+03"	"5.633578e+03"	"6.389603e+03"	"9.275606e+03"	"4.281594e+03"	"7.211280e+03"	"6.730882e+03"	"6.429711e+03"	"5.336692e+03"	"6.209926e+03"	"4.579112e+03"
"FSCN1"	"7.493057e+01"	"6.674116e+01"	"2.345536e+01"	"3.809153e+01"	"2.955292e+01"	"3.430649e+01"	"5.338876e+01"	"4.967537e+01"	"1.584564e+01"	"1.890964e+01"	"2.118848e+01"	"1.123218e+01"	"7.261863e+00"	"4.638024e+01"	"1.755219e+01"	"8.757269e+01"
"RNF216"	"5.306367e+01"	"4.706367e+01"	"5.642994e+01"	"4.993770e+01"	"4.208079e+01"	"8.919688e+01"	"4.915795e+01"	"5.199936e+01"	"5.971209e+01"	"1.077027e+02"	"3.877892e+01"	"6.758027e+01"	"4.567330e+01"	"3.156144e+01"	"4.751060e+01"	"2.587684e+01"
"OCM"	"4.373379e-01"	"0.000000e+00"	"4.569226e-01"	"4.084883e-01"	"3.212274e-01"	"4.574199e-01"	"1.119261e-01"	"5.083737e-01"	"7.161870e-01"	"1.027698e+00"	"0.000000e+00"	"1.497624e+00"	"4.777541e-01"	"2.339811e-01"	"1.196740e-01"	"0.000000e+00"
"CCZ1"	"3.717372e+01"	"6.978407e+01"	"9.305991e+01"	"9.385019e+01"	"7.045587e+01"	"6.168634e+01"	"3.816681e+01"	"6.478133e+01"	"5.693687e+01"	"4.275222e+01"	"9.155023e+01"	"8.274371e+01"	"5.303071e+01"	"5.750734e+01"	"8.397129e+01"	"7.694956e+01"
"RSPH10B"	"0.000000e+00"	"9.128730e-01"	"7.615377e-02"	"1.021221e-01"	"1.070758e-01"	"1.306914e-01"	"1.119261e-01"	"3.631240e-02"	"4.476169e-01"	"4.110791e-01"	"0.000000e+00"	"1.872030e-01"	"3.822033e-01"	"2.599789e-01"	"1.595654e-01"	"0.000000e+00"
"PMS2"	"2.390781e+01"	"1.957605e+01"	"2.573997e+01"	"1.419497e+01"	"7.816533e+00"	"2.117201e+01"	"1.325205e+01"	"1.013116e+01"	"9.489478e+00"	"3.494172e+01"	"2.118848e+01"	"2.265156e+01"	"1.691250e+01"	"1.572873e+01"	"1.276523e+01"	"1.334700e+01"
"AIMP2"	"2.871852e+01"	"1.734459e+01"	"3.327920e+01"	"1.981168e+01"	"2.484158e+01"	"3.012437e+01"	"2.166890e+01"	"1.982657e+01"	"1.414469e+01"	"1.356561e+01"	"3.238240e+01"	"2.564680e+01"	"1.958792e+01"	"1.936843e+01"	"2.150144e+01"	"1.756901e+01"
"EIF2AK1"	"9.344454e+01"	"1.283094e+02"	"1.356299e+02"	"7.311941e+01"	"6.660114e+01"	"1.284043e+02"	"7.407271e+01"	"7.803536e+01"	"4.511978e+01"	"1.097581e+02"	"9.554806e+01"	"6.870348e+01"	"6.086588e+01"	"8.977073e+01"	"6.282887e+01"	"1.025540e+02"
"ANKRD61"	"0.000000e+00"	"3.042910e-01"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"0.000000e+00"	"4.477045e-02"	"1.815620e-01"	"0.000000e+00"	"2.055395e-01"	"0.000000e+00"	"1.872030e-01"	"9.555083e-02"	"7.799368e-02"	"7.978270e-02"	"1.361939e-01"
"USP42"	"1.763930e+01"	"2.130037e+01"	"2.962382e+01"	"2.022017e+01"	"2.013025e+01"	"3.103921e+01"	"1.969900e+01"	"1.833776e+01"	"2.032181e+01"	"2.898107e+01"	"1.559152e+01"	"2.452359e+01"	"1.500148e+01"	"1.604070e+01"	"1.631556e+01"	"1.838618e+01"
"CYTH3"	"1.151657e+01"	"1.217164e+01"	"1.127076e+01"	"2.675598e+01"	"2.098686e+01"	"1.561762e+01"	"3.371215e+01"	"2.411144e+01"	"5.460926e+00"	"1.520993e+01"	"1.559152e+01"	"1.216819e+01"	"8.886227e+00"	"2.641386e+01"	"1.531828e+01"	"9.261186e+00"
"FAM220A"	"1.749352e+01"	"1.338880e+01"	"1.629691e+01"	"1.133555e+01"	"7.816533e+00"	"1.993044e+01"	"9.446565e+00"	"8.061354e+00"	"6.087589e+00"	"1.541547e+01"	"1.199348e+01"	"1.085777e+01"	"8.408473e+00"	"7.773371e+00"	"6.621964e+00"	"8.444023e+00"
"RAC1"	"7.587813e+02"	"9.994945e+02"	"1.499011e+03"	"5.831171e+02"	"7.683759e+02"	"1.106368e+03"	"6.631175e+02"	"7.375776e+02"	"7.777791e+02"	"4.809625e+02"	"7.248060e+02"	"7.905581e+02"	"6.264312e+02"	"1.121965e+03"	"7.531088e+02"	"1.252167e+03"
"DAGLB"	"2.099222e+01"	"1.440311e+01"	"2.124690e+01"	"1.674802e+01"	"1.456231e+01"	"1.712057e+01"	"3.042152e+01"	"2.494662e+01"	"1.342851e+01"	"2.466474e+01"	"1.958935e+01"	"2.639562e+01"	"1.939682e+01"	"2.217620e+01"	"1.886861e+01"	"1.947573e+01"
"KDELR2"	"3.256710e+02"	"4.515678e+02"	"5.433572e+02"	"2.344723e+02"	"2.785041e+02"	"4.201075e+02"	"2.732340e+02"	"3.301161e+02"	"1.324051e+02"	"1.724477e+02"	"4.297664e+02"	"2.210867e+02"	"2.337173e+02"	"5.022273e+02"	"2.063579e+02"	"3.649997e+02"
"GRID2IP"	"1.457793e-01"	"1.927176e+00"	"1.218460e+00"	"1.021221e-01"	"1.070758e-01"	"4.574199e-01"	"0.000000e+00"	"4.720613e-01"	"1.790467e-01"	"8.221581e-01"	"7.995654e-01"	"3.744059e-01"	"0.000000e+00"	"4.419642e-01"	"4.388048e-01"	"1.361939e-01"
"ZDHHC4"	"5.539614e+01"	"2.921194e+01"	"6.533994e+01"	"4.044034e+01"	"4.240201e+01"	"8.351181e+01"	"3.675654e+01"	"4.593519e+01"	"2.273894e+01"	"2.795338e+01"	"5.996740e+01"	"3.968703e+01"	"3.917584e+01"	"6.060109e+01"	"3.689950e+01"	"7.504285e+01"
"C7orf26"	"2.011754e+01"	"1.430168e+01"	"2.764382e+01"	"2.103715e+01"	"1.948779e+01"	"3.933811e+01"	"1.575920e+01"	"2.153326e+01"	"1.647230e+01"	"2.096503e+01"	"2.118848e+01"	"2.396198e+01"	"1.767690e+01"	"1.817253e+01"	"2.054404e+01"	"1.743282e+01"
"ZNF853"	"5.976952e+00"	"1.622885e+00"	"2.360767e+00"	"5.208226e+00"	"3.640577e+00"	"3.594014e+00"	"4.006955e+00"	"5.628423e+00"	"2.506654e+00"	"3.699712e+00"	"1.998913e+00"	"2.433638e+00"	"1.051059e+00"	"8.059347e-01"	"3.111525e+00"	"1.906715e+00"
